0.0690962,	0.180907,	0.180896,	0.0691004
0.0825005,	0.167499,	0.167496,	0.0825045
0.115096,	0.13490233,	0.13489633,	0.11510533
0.125166,	0.1248335,	0.124831,	0.12516925
0.1194018,	0.1305972,	0.130597,	0.119404
0.12565233,	0.124348,	0.12434717,	0.1256525
0.12250271,	0.12749786,	0.12749786,	0.12250143
0.125,	0.125,	0.125,	0.125
