0.00204761,	-0.00372752,	-0.00372752,	0.00204761
0.00849861,	-0.00550823,	-0.00550823,	0.00849861
0.00303348,	-0.00263195,	-0.00263195,	0.00303348
0.00592554,	-0.00312021,	-0.00312021,	0.00592554
