0.00111446,	-0.0014589,	-0.0014589,	0.00111446
0.0090584,	-0.00950552,	-0.00950552,	0.0090584
0.00655745,	-0.00889586,	-0.00889586,	0.00655745
-0.00166434,	0.00256937,	0.00256937,	-0.00166434
