0.06841469,	0.18073003,	0.18073003,	0.06841469
0.06598103,	0.1826915,	0.1826915,	0.06598103
0.10892573,	0.14121213,	0.14121213,	0.10892573
0.12497706,	0.12527401,	0.12527401,	0.12497706
0.11888397,	0.13311125,	0.13311125,	0.11888397
0.11040906,	0.13817858,	0.13817858,	0.11040906
0.11970212,	0.13024119,	0.13024119,	0.11970212
0.125,	0.125,	0.125,	0.125
