        ,	2,	4,	6,	8,	10,	12,	14
VQE,	-0.02709229,	0.05317193,	0.78058955,	1.42917565,	0.78058955,	0.05317193,	-0.02709229
Simulated,	0.207176,	0.46472,	0.612016,	1.463672,	0.612008,	0.464664,	0.207096
Ground state,	0.39708,	0.557872,	0.641776,	1.970376,	0.641768,	0.557816,	0.397
Slater determinant,	0.17890562,	0.32719279,	0.39359608,	0.45887778,	0.39359608,	0.32719279,	0.17890562
VQE error,	0.02409449,	0.04935937,	0.05279775,	0.06153959,	0.05279775,	0.04020487,	0.02409449
