0.0259951,	0.0918169,	0.166667,	0.215521,	0.215521,	0.166667,	0.0918169,	0.0259951
0.162621,	0.292061,	0.123986,	-0.0786678,	-0.0786678,	0.123986,	0.292061,	0.162621
0.31513,	0.110882,	-0.12997,	0.203959,	0.203959,	-0.12997,	0.110882,	0.31513
0.385533,	-0.174561,	0.281667,	0.0073606,	0.0073606,	0.281667,	-0.174561,	0.385533
