0.04291769,	0.06910573,	0.18321289,	0.198929,	0.198929,	0.18321289,	0.06910573,	0.04291769
0.10122907,	0.19340863,	0.13661067,	0.05505836,	0.05505836,	0.13661067,	0.19340863,	0.10122907
0.16548124,	0.13884957,	-0.00165204,	0.1376472,	0.1376472,	-0.00165204,	0.13884957,	0.16548124
0.21765149,	-0.06858284,	0.17554468,	0.14007475,	0.14007475,	0.17554468,	-0.06858284,	0.21765149
