        ,	1,	2,	3,	4,	5,	6,	7,	8,	9,	10
1x8 (exact),	2.32741634,	0.2339888,	0.02911214,	0.06129078,	0.14742235,	0.0596836,	0.01418022,	0.01908759,	0.008081,	0.00619367
2x4 (exact),	3.20518295,	0.27298228,	0.2088472,	0.14726011,	0.25220577,	0.12247602,	0.05703155,	0.05745522,	0.04436628,	0.04084293
