        ,	0,	4,	8
$N_\mathrm{occ}=7$ (GS),	0.1381916,	0.6960206,	0.9257258
$N_\mathrm{occ}=7$,	0.1381916,	0.427774,	0.528628
$N_\mathrm{occ}=8$ (GS),	0.2382026,	1.794073,	2.293325
$N_\mathrm{occ}=8$,	0.2382026,	0.681494,	0.809241
$N_\mathrm{occ}=7$ error,	0,	0.02395878,	0.01360472
$N_\mathrm{occ}=8$ error,	0,	0.0152132,	0.0156507
